"산업분류별(1)",산업분류별(2),2000.1/4,2000.1/4,2000.2/4,2000.2/4,2000.3/4,2000.3/4,2000.4/4,2000.4/4,2001.1/4,2001.1/4,2001.2/4,2001.2/4,2001.3/4,2001.3/4,2001.4/4,2001.4/4,2002.1/4,2002.1/4,2002.2/4,2002.2/4,2002.3/4,2002.3/4,2002.4/4,2002.4/4,2003.1/4,2003.1/4,2003.2/4,2003.2/4,2003.3/4,2003.3/4,2003.4/4,2003.4/4,2004.1/4,2004.1/4,2004.2/4,2004.2/4,2004.3/4,2004.3/4,2004.4/4,2004.4/4,2005.1/4,2005.1/4,2005.2/4,2005.2/4,2005.3/4,2005.3/4,2005.4/4,2005.4/4,2006.1/4,2006.1/4,2006.2/4,2006.2/4,2006.3/4,2006.3/4,2006.4/4,2006.4/4,2007.1/4,2007.1/4,2007.2/4,2007.2/4,2007.3/4,2007.3/4,2007.4/4,2007.4/4,2008.1/4,2008.1/4,2008.2/4,2008.2/4,2008.3/4,2008.3/4,2008.4/4,2008.4/4,2009.1/4,2009.1/4,2009.2/4,2009.2/4,2009.3/4,2009.3/4,2009.4/4,2009.4/4,2010.1/4,2010.1/4,2010.2/4,2010.2/4,2010.3/4,2010.3/4,2010.4/4,2010.4/4,2011.1/4,2011.1/4,2011.2/4,2011.2/4,2011.3/4,2011.3/4,2011.4/4,2011.4/4,2012.1/4,2012.1/4,2012.2/4,2012.2/4,2012.3/4,2012.3/4,2012.4/4,2012.4/4,2013.1/4,2013.1/4,2013.2/4,2013.2/4,2013.3/4,2013.3/4,2013.4/4,2013.4/4,2014.1/4,2014.1/4,2014.2/4,2014.2/4,2014.3/4,2014.3/4,2014.4/4,2014.4/4,2015.1/4,2015.1/4,2015.2/4,2015.2/4,2015.3/4,2015.3/4,2015.4/4,2015.4/4,2016.1/4,2016.1/4,2016.2/4,2016.2/4,2016.3/4,2016.3/4,2016.4/4,2016.4/4,2017.1/4,2017.1/4,2017.2/4,2017.2/4,2017.3/4,2017.3/4,2017.4/4,2017.4/4,2018.1/4,2018.1/4,2018.2/4,2018.2/4,2018.3/4,2018.3/4,2018.4/4,2018.4/4,2019.1/4,2019.1/4,2019.2/4,2019.2/4,2019.3/4,2019.3/4,2019.4/4,2019.4/4,2020.1/4,2020.1/4,2020.2/4,2020.2/4,2020.3/4,2020.3/4,2020.4/4,2020.4/4,2021.1/4,2021.1/4,2021.2/4,2021.2/4,2021.3/4,2021.3/4,2021.4/4,2021.4/4,2022.1/4,2022.1/4,2022.2/4,2022.2/4,2022.3/4,2022.3/4
"제조업",화공,24,56867,23,110986,20,470821,18,124713,19,140124,19,47705,14,255163,24,35027,12,9138,11,26088,25,22861,28,86885,20,9479,24,557042,10,13013,23,109539,13,47067,16,64926,14,606393,22,652191,16,34032,26,142096,13,26555,30,85493,19,273942,19,124665,19,143578,26,222261,13,30799,13,77000,23,123875,22,277006,17,74566,33,251938,13,154211,12,140170,17,100595,18,57772,12,11042,17,83653,18,193961,15,188712,23,176860,23,370153,17,137422,30,170960,20,473845,33,1046411,25,565123,22,209318,19,382340,14,136891,11,151782,13,75216,15,81623,30,557901,15,44175,20,387363,22,2245262,22,507494,23,101019,14,167449,18,931934,32,561019,17,178502,33,450341,28,545302,26,276225,24,206267,30,507254,19,418671,33,1792248,20,38504,35,187099,37,849090,34,747619,18,236423,27,436301,15,150360,27,3121368,20,216534,18,326305,20,306676,11,140210,18,128732,25,401741,25,321841,16,69029,11,131069,20,361488,18,1375097
"제조업",의약,5,1375,7,70719,6,10478,4,10425,3,8250,4,3450,3,1040,3,6232,3,30677,2,2569,1,50,3,11872,0,0,2,93,3,15352,1,250,3,5995,4,3745,1,3500,11,154224,2,599,3,600,5,5742,3,1030,5,1500,2,35855,0,0,6,18581,1,499,3,26071,13,5942,7,7114,1,58,1,2984,3,6560,2,30720,2,71,0,0,1,42,1,148,3,202250,5,335400,1,1700,5,168953,5,58080,2,920,4,9174,4,22082,2,44935,2,1070,3,8328,4,26770,1,7200,4,287934,5,37511,5,173931,1,100,2,358,3,8230,4,50006,8,24038,3,7568,3,2056,9,89528,3,22970,6,13948,7,207082,6,20745,6,13305,5,325143,3,8369,3,5192,2,175,5,3617,3,7002,2,13242,5,30752,2,100000,3,11744,8,186003,4,3763,10,416915,4,11938,2,21500,5,1781,5,6463,7,60497,6,318502,3,55711,4,99226,1,914
"제조업",비금속 광물제품,6,13327,1,449,7,37183,7,335259,5,74012,5,8409,4,20637,6,138365,2,5210,5,55084,4,4977,5,226,8,9495,3,1726,5,9186,8,26407,3,1294,4,6067,2,187,6,108484,5,630,9,26815,6,185737,9,162332,13,138970,3,2610,7,19954,5,60641,3,16307,4,11189,8,18176,9,3173,7,19932,10,236767,5,441,2,13001,2,4617,6,319465,2,395,3,1087,1,46,1,500,6,26746,7,82707,4,33590,6,72132,6,40177,2,421,3,54085,9,385108,1,175,5,34715,6,53057,3,255089,8,154040,7,514068,5,1912614,5,155599,1,6660,3,34026,4,944,4,3428,3,444,4,30453,0,0,3,160100,8,17256,1,976,1,120,2,98200,2,389,2,1093,2,4968,4,140714,2,418,3,2470,1,100,2,40000,0,0,2,3026,3,15112,1,84,-,-,4,32734,1,42110,2,7000,1,650,1,93,2,9235,0,0,1,84
"제조업",금속·금속가공제품,11,7697,10,205346,15,4630,14,84820,4,5674,10,3793,10,1210,11,36590,7,404296,11,2032,4,49532,4,51289,9,34201,6,107610,6,2024,12,7197,9,27441,8,16502,12,62367,14,14809,6,5976,10,3881,9,5310,12,13680,9,15668,15,39795,11,22610,11,168284,22,101987,15,34895,17,43857,17,58190,13,32479,12,18228,11,7575,19,132175,8,4334,13,69357,13,52707,12,276932,11,36105,18,13719,8,9262,15,92440,11,25187,10,111238,9,112963,11,432286,17,101749,13,265765,8,115542,14,96449,5,19516,7,2870,8,9802,10,24772,12,17615,13,24070,11,36117,9,74129,5,480,14,6930,11,14831,17,55541,10,117513,9,37651,9,55882,7,2675,12,156970,15,19538,15,320253,10,36480,11,21319,13,32597,8,137754,11,163337,8,2118,7,1463,9,16850,11,3651,9,21459,4,1529,6,3258,7,37573,12,13604,9,70187,8,5028,13,24359,9,76034,12,69822,9,412674
"제조업",기계장비·의료정밀,30,9377,43,63535,40,1385559,51,159637,35,43173,25,24628,22,18641,19,6837,25,41745,20,79305,22,20495,25,101057,21,56656,35,33800,29,164744,25,17766,21,6229,35,55005,39,165742,26,153244,29,36708,41,51447,30,24273,39,40168,42,230996,23,40957,27,34371,32,52316,22,75560,31,149664,25,63433,30,52301,28,80278,28,33444,23,94428,29,51388,35,47050,27,113366,28,23558,30,25494,20,82195,26,36461,26,74056,31,257831,36,124128,33,350487,30,99727,26,138158,24,112229,44,153560,23,73153,20,66457,18,105028,34,244303,19,64088,28,96458,25,179755,14,170799,23,82185,48,537845,29,60328,37,145752,24,90015,37,344819,18,161049,21,58437,24,176794,33,236355,22,50569,22,184278,23,26312,33,250115,24,95557,24,515102,20,91074,28,161248,22,178224,41,808934,19,79545,22,95438,15,6133,14,154961,21,338329,30,349500,19,69982,19,143526,28,169958,27,308456,23,410777,22,221103,16,274604
"제조업",전기·전자,58,986344,71,469903,61,254673,74,882998,52,110909,68,628826,47,90806,55,94598,32,29417,55,146898,38,86142,48,221891,40,100415,47,113589,42,48395,43,17262,39,226896,67,958534,75,574963,77,1157679,56,359530,50,187519,62,187271,68,283046,58,205026,58,139335,56,1183942,51,220005,50,166370,57,207220,46,43148,40,485224,33,374027,40,265651,45,245461,47,154512,34,665473,44,173678,48,355283,34,571953,41,101009,53,242686,48,416404,56,757997,37,303591,41,622462,40,148233,45,441508,37,374756,29,483436,39,165985,35,214716,29,49512,32,226743,20,71719,20,46212,31,132548,25,140555,23,178322,36,84540,19,169217,42,244761,26,318164,36,279523,33,183279,36,559042,18,129309,22,97530,26,196325,31,163595,26,323124,35,826023,23,590667,22,314881,21,31029,33,417849,18,148672,10,40036,22,28370,34,872331,13,308699,22,359448,14,34844,37,949432,14,45789,23,291044,20,449000,39,679896,22,78063,21,301306,19,2230480
"제조업",운송용기계,10,40672,11,6031,17,730082,16,62788,13,12960,21,34294,17,71817,15,25830,12,11006,24,88047,18,432144,19,80762,12,3112,18,57691,19,34182,17,43634,23,98123,15,36706,13,42110,30,734546,26,124437,26,71773,26,218649,37,291397,29,109513,31,94069,26,183413,32,114667,22,183879,34,57858,32,233662,39,92084,24,78135,14,54964,27,42466,25,170590,20,15664,11,10188,24,63315,16,536293,12,19602,14,505508,12,874278,29,1084275,23,79538,18,92592,12,17916,20,158557,11,92328,11,155571,9,53635,16,971721,15,743417,18,266332,12,23988,17,71111,10,104639,20,68537,11,25519,21,119859,15,14245,11,95000,14,156824,11,60511,12,566672,14,118793,14,216843,13,42920,18,224962,14,392085,21,174506,15,111397,14,725754,18,4314395,13,39865,20,29510,16,318292,7,366568,12,6254,13,180611,6,10393,13,120643,6,468118,11,217925,12,42173,11,629812,7,19058,7,95185,9,93534,8,297063,19,187790
"제조업",기타제조,12,10060,14,15164,13,5014,12,5474,10,12711,9,3030,7,2581,15,15412,10,11882,8,3601,12,29687,6,29766,8,1580,10,1896,4,1242,4,1292,3,86,8,7436,6,8567,7,10638,2,1290,5,5015,11,2047,7,7572,7,4340,5,7334,8,18309,4,704,2,2060,5,6208,7,2761,3,1805,6,24613,3,42218,5,694,3,422,6,27953,5,4596,4,358,5,2569,2,455,5,5044,4,4429,8,113790,6,19255,3,50187,3,7215,4,1273,10,20677,9,58200,6,2361,9,54218,3,1585,4,13443,8,26152,2,476,6,15650,5,10667,3,1185,4,3716,5,10888,6,9188,6,1855,7,9629,4,6444,11,59740,5,29787,6,23937,9,101731,8,23366,6,31549,1,500,5,31698,6,13342,5,11584,10,91566,12,29040,7,4526,8,12549,9,35655,5,4233,7,5380,5,3788,7,6157,8,3009,3,5851,1,864,2,935,3,3603,5,63614,6,2207
"서비스업",소계,757,1110163,935,1827335,803,1712737,788,3240754,674,1054889,923,790983,515,1400462,510,4012728,371,1473482,438,1598281,433,919226,535,1129998,414,743451,479,411689,492,1467335,541,1490407,515,2436023,572,784389,575,1878540,673,1071291,686,2554913,696,897570,691,2011359,782,2828187,651,1209444,567,2128201,531,801738,588,2507789,646,990483,698,1169865,716,2251887,740,3197385,701,1931478,855,876670,813,2155679,697,3414474,639,757269,650,2155726,634,2848934,596,1793514,570,821574,620,1448454,686,1263807,547,2466193,415,1199059,496,1403626,531,1153723,602,3460630,549,834686,580,2739305,516,3263071,618,2762526,537,2250553,541,3204423,493,2261095,536,2131218,448,2562025,447,4155569,446,1869188,564,2635888,429,2971182,588,3391854,497,2532682,583,5835421,541,2896312,590,4350219,565,3009702,681,5256080,495,2822359,504,3866414,500,2604785,674,6075516,528,3340938,526,5032395,498,2271075,517,4938316,451,1920728,560,4803045,503,3121792,625,4912803,472,2647615,339,2670775,418,3588415,503,5446919,534,4156315,718,6213001,603,3955197,703,9245922,699,3767310,656,3871134,730,5034361
"서비스업",도·소매(유통),489,185539,652,709139,541,194607,500,943860,453,410488,649,194430,301,614484,256,271028,207,205154,300,135897,271,58876,332,189458,266,163817,296,139805,329,77230,335,564178,345,225755,372,152396,388,584205,444,167577,484,306279,488,90545,458,251685,508,159179,448,172759,338,77340,323,139389,327,110187,402,85065,425,233703,468,178201,459,1330870,439,68139,590,133047,554,607277,420,130536,438,302753,391,954322,364,830706,327,116251,302,71827,340,100520,416,416030,289,374877,215,412862,253,296921,308,213062,270,820110,295,191627,320,400295,287,272374,332,372252,291,117582,319,88093,252,269603,241,181810,213,171480,191,279553,215,311178,233,295505,181,259444,265,476162,203,250561,219,281018,246,260096,260,684115,234,137255,296,410117,221,242692,234,263990,227,338671,289,1194475,244,177016,240,1047031,233,209472,200,167950,226,859905,256,1013991,229,322116,299,1273835,184,63860,124,323912,162,200140,232,611096,279,222860,391,818643,326,337065,354,1487622,367,890003,340,261013,423,1037073
