"시도별",2000.1/4,2000.2/4,2000.3/4,2000.4/4,2001.1/4,2001.2/4,2001.3/4,2001.4/4,2002.1/4,2002.2/4,2002.3/4,2002.4/4,2003.1/4,2003.2/4,2003.3/4,2003.4/4,2004.1/4,2004.2/4,2004.3/4,2004.4/4,2005.1/4,2005.2/4,2005.3/4,2005.4/4,2006.1/4,2006.2/4,2006.3/4,2006.4/4,2007.1/4,2007.2/4,2007.3/4,2007.4/4,2008.1/4,2008.2/4,2008.3/4,2008.4/4,2009.1/4,2009.2/4,2009.3/4,2009.4/4,2010.1/4,2010.2/4,2010.3/4,2010.4/4,2011.1/4,2011.2/4,2011.3/4,2011.4/4,2012.1/4,2012.2/4,2012.3/4,2012.4/4,2013.1/4,2013.2/4,2013.3/4,2013.4/4,2014.1/4,2014.2/4,2014.3/4,2014.4/4,2015.1/4,2015.2/4,2015.3/4,2015.4/4,2016.1/4,2016.2/4,2016.3/4,2016.4/4,2017.1/4,2017.2/4,2017.3/4,2017.4/4,2018.1/4,2018.2/4,2018.3/4,2018.4/4,2019.1/4,2019.2/4,2019.3/4,2019.4/4,2020.1/4,2020.2/4,2020.3/4,2020.4/4,2021.1/4,2021.2/4,2021.3/4,2021.4/4,2022.1/4,2022.2/4,2022.3/4,2022.4/4,2023.1/4
"전국",62.688,62.604,63.446,63.866,65.004,65.761,66.140,65.972,66.645,67.529,67.803,68.160,69.361,69.761,69.951,70.561,71.613,72.140,72.981,72.939,73.941,74.288,74.686,74.735,75.480,75.951,76.571,76.323,76.992,77.811,78.332,78.902,79.919,81.581,82.673,82.449,83.045,83.837,84.310,84.434,85.523,86.070,86.733,87.165,88.806,89.497,90.476,90.620,91.481,91.671,91.933,92.175,92.906,92.785,93.189,93.160,93.954,94.277,94.476,94.075,94.609,94.808,95.086,94.941,95.422,95.605,95.785,96.319,97.521,97.442,97.910,97.707,98.571,98.896,99.424,99.453,99.105,99.541,99.469,99.747,100.06,99.55,100.19,100.20,101.49,102.03,102.73,103.75,105.35,107.54,108.76,109.20,110.35
